condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
closer,b70083319e91_12,doberman_0016,bullmastiff_0016,chihuahua_0016,weimaraner_0016
closer,b70083319e91_13,tomtit_0014,bluejay_0014,cuckoo_0014,nightingale_0014
further,b70083319e91_14,straight_0039,basset_0039,brown_0039,crow_0039
further,b70083319e91_15,basset_0002,brown_0002,crow_0002,straight_0002
further,b70083319e91_16,pug_0038,knob_0038,redsport_0038,robin_0038
closer,b70083319e91_17,bluejay_0023,cuckoo_0023,nightingale_0023,tomtit_0023
further,b70083319e91_18,knob_0017,pug_0017,redsport_0017,robin_0017
further,b70083319e91_19,goldenretriever_0000,bluesport_0000,leather_0000,sparrow_0000
further,b70083319e91_20,leather_0022,bluesport_0022,goldenretriever_0022,sparrow_0022
further,b70083319e91_21,beetle_0005,bloodhound_0005,inlay_0005,pigeon_0005
further,b70083319e91_22,inlay_0036,beetle_0036,bloodhound_0036,pigeon_0036
closer,b70083319e91_23,white_0008,bluesedan_0008,hatchback_0008,redantique_0008
closer,b70083319e91_24,sling_0030,squat_0030,waiting_0030,woven_0030
further,b70083319e91_25,redsport_0032,knob_0032,pug_0032,robin_0032
closer,b70083319e91_26,waiting_0029,sling_0029,squat_0029,woven_0029
further,b70083319e91_27,crow_0007,basset_0007,brown_0007,straight_0007
closer,b70083319e91_28,cuckoo_0011,bluejay_0011,nightingale_0011,tomtit_0011
further,b70083319e91_29,sparrow_0025,bluesport_0025,goldenretriever_0025,leather_0025
further,b70083319e91_30,robin_0003,knob_0003,pug_0003,redsport_0003
closer,b70083319e91_31,squat_0015,sling_0015,waiting_0015,woven_0015
closer,b70083319e91_32,bluesedan_0035,hatchback_0035,redantique_0035,white_0035
further,ea5692bd70f3_1,robin_0022,goldenretriever_0022,hatchback_0022,inlay_0022
further,ea5692bd70f3_2,weimaraner_0005,brown_0005,cuckoo_0005,straight_0005
further,ea5692bd70f3_3,brown_0031,cuckoo_0031,straight_0031,weimaraner_0031
further,ea5692bd70f3_4,pug_0020,redsport_0020,sling_0020,sparrow_0020
closer,ea5692bd70f3_5,nightingale_0034,crow_0034,pigeon_0034,tomtit_0034
further,ea5692bd70f3_6,basset_0032,bluejay_0032,knob_0032,white_0032
further,ea5692bd70f3_7,bluejay_0023,basset_0023,knob_0023,white_0023
closer,ea5692bd70f3_8,squat_0038,leather_0038,waiting_0038,woven_0038
closer,ea5692bd70f3_9,leather_0009,squat_0009,waiting_0009,woven_0009
further,ea5692bd70f3_10,straight_0010,brown_0010,cuckoo_0010,weimaraner_0010
further,ea5692bd70f3_11,sling_0030,pug_0030,redsport_0030,sparrow_0030
closer,ea5692bd70f3_12,waiting_0007,leather_0007,squat_0007,woven_0007
closer,ea5692bd70f3_15,pigeon_0024,crow_0024,nightingale_0024,tomtit_0024
further,ea5692bd70f3_16,white_0015,basset_0015,bluejay_0015,knob_0015
further,ea5692bd70f3_18,goldenretriever_0002,hatchback_0002,inlay_0002,robin_0002
closer,ea5692bd70f3_19,woven_0011,leather_0011,squat_0011,waiting_0011
further,ea5692bd70f3_21,hatchback_0001,goldenretriever_0001,inlay_0001,robin_0001
further,ea5692bd70f3_22,inlay_0037,goldenretriever_0037,hatchback_0037,robin_0037
closer,ea5692bd70f3_23,doberman_0035,bloodhound_0035,bullmastiff_0035,chihuahua_0035
further,ea5692bd70f3_24,knob_0003,basset_0003,bluejay_0003,white_0003
further,ea5692bd70f3_25,sparrow_0017,pug_0017,redsport_0017,sling_0017
closer,ea5692bd70f3_26,redantique_0018,beetle_0018,bluesedan_0018,bluesport_0018
closer,ea5692bd70f3_27,bullmastiff_0008,bloodhound_0008,chihuahua_0008,doberman_0008
further,ea5692bd70f3_28,redsport_0033,pug_0033,sling_0033,sparrow_0033
closer,ea5692bd70f3_29,bluesport_0036,beetle_0036,bluesedan_0036,redantique_0036
closer,ea5692bd70f3_30,chihuahua_0026,bloodhound_0026,bullmastiff_0026,doberman_0026
further,ea5692bd70f3_31,cuckoo_0004,brown_0004,straight_0004,weimaraner_0004
further,f5c2b5378c46_2,bluesport_0004,crow_0004,doberman_0004,inlay_0004
further,f5c2b5378c46_3,crow_0003,bluesport_0003,doberman_0003,inlay_0003
further,f5c2b5378c46_4,redsport_0032,bullmastiff_0032,leather_0032,pigeon_0032
further,f5c2b5378c46_5,bluejay_0012,bluesedan_0012,goldenretriever_0012,waiting_0012
closer,f5c2b5378c46_6,sling_0022,knob_0022,straight_0022,woven_0022
further,f5c2b5378c46_7,basset_0005,beetle_0005,nightingale_0005,squat_0005
closer,f5c2b5378c46_8,woven_0015,knob_0015,sling_0015,straight_0015
closer,f5c2b5378c46_9,robin_0000,cuckoo_0000,sparrow_0000,tomtit_0000
further,f5c2b5378c46_11,leather_0017,bullmastiff_0017,pigeon_0017,redsport_0017
further,f5c2b5378c46_12,goldenretriever_0031,bluejay_0031,bluesedan_0031,waiting_0031
closer,f5c2b5378c46_13,straight_0011,knob_0011,sling_0011,woven_0011
closer,f5c2b5378c46_14,pug_0013,bloodhound_0013,chihuahua_0013,weimaraner_0013
further,f5c2b5378c46_16,inlay_0035,bluesport_0035,crow_0035,doberman_0035
closer,f5c2b5378c46_17,hatchback_0038,brown_0038,redantique_0038,white_0038
closer,f5c2b5378c46_18,chihuahua_0014,bloodhound_0014,pug_0014,weimaraner_0014
closer,f5c2b5378c46_19,bloodhound_0002,chihuahua_0002,pug_0002,weimaraner_0002
further,f5c2b5378c46_21,bullmastiff_0026,leather_0026,pigeon_0026,redsport_0026
further,f5c2b5378c46_22,squat_0033,basset_0033,beetle_0033,nightingale_0033
further,f5c2b5378c46_23,beetle_0027,basset_0027,nightingale_0027,squat_0027
closer,f5c2b5378c46_25,white_0019,brown_0019,hatchback_0019,redantique_0019
closer,f5c2b5378c46_26,redantique_0006,brown_0006,hatchback_0006,white_0006
closer,f5c2b5378c46_27,knob_0021,sling_0021,straight_0021,woven_0021
further,f5c2b5378c46_28,doberman_0024,bluesport_0024,crow_0024,inlay_0024
closer,f5c2b5378c46_29,sparrow_0020,cuckoo_0020,robin_0020,tomtit_0020
further,f5c2b5378c46_30,pigeon_0001,bullmastiff_0001,leather_0001,redsport_0001
further,f5c2b5378c46_31,waiting_0028,bluejay_0028,bluesedan_0028,goldenretriever_0028
further,f5c2b5378c46_32,nightingale_0007,basset_0007,beetle_0007,squat_0007
further,29a90e024d4f_1,chihuahua_0011,brown_0011,pigeon_0011,woven_0011
closer,29a90e024d4f_2,hatchback_0006,beetle_0006,redantique_0006,redsport_0006
closer,29a90e024d4f_3,redsport_0039,beetle_0039,hatchback_0039,redantique_0039
further,29a90e024d4f_5,brown_0009,chihuahua_0009,pigeon_0009,woven_0009
closer,29a90e024d4f_6,beetle_0021,hatchback_0021,redantique_0021,redsport_0021
further,29a90e024d4f_7,basset_0017,bluesport_0017,cuckoo_0017,leather_0017
further,29a90e024d4f_8,cuckoo_0018,basset_0018,bluesport_0018,leather_0018
closer,29a90e024d4f_9,doberman_0003,bloodhound_0003,bullmastiff_0003,pug_0003
further,29a90e024d4f_10,bluesport_0016,basset_0016,cuckoo_0016,leather_0016
closer,29a90e024d4f_11,knob_0002,inlay_0002,squat_0002,waiting_0002
further,29a90e024d4f_12,goldenretriever_0023,bluejay_0023,bluesedan_0023,straight_0023
further,29a90e024d4f_13,woven_0020,brown_0020,chihuahua_0020,pigeon_0020
closer,29a90e024d4f_14,waiting_0010,inlay_0010,knob_0010,squat_0010
closer,29a90e024d4f_15,squat_0038,inlay_0038,knob_0038,waiting_0038
closer,29a90e024d4f_16,bloodhound_0035,bullmastiff_0035,doberman_0035,pug_0035
further,29a90e024d4f_17,sling_0022,sparrow_0022,weimaraner_0022,white_0022
closer,29a90e024d4f_18,bullmastiff_0034,bloodhound_0034,doberman_0034,pug_0034
further,29a90e024d4f_19,bluejay_0036,bluesedan_0036,goldenretriever_0036,straight_0036
further,29a90e024d4f_21,weimaraner_0026,sling_0026,sparrow_0026,white_0026
closer,29a90e024d4f_22,pug_0004,bloodhound_0004,bullmastiff_0004,doberman_0004
closer,29a90e024d4f_23,redantique_0014,beetle_0014,hatchback_0014,redsport_0014
further,29a90e024d4f_24,bluesedan_0013,bluejay_0013,goldenretriever_0013,straight_0013
further,29a90e024d4f_25,leather_0005,basset_0005,bluesport_0005,cuckoo_0005
further,29a90e024d4f_26,straight_0030,bluejay_0030,bluesedan_0030,goldenretriever_0030
closer,29a90e024d4f_27,robin_0024,crow_0024,nightingale_0024,tomtit_0024
further,29a90e024d4f_28,white_0033,sling_0033,sparrow_0033,weimaraner_0033
further,29a90e024d4f_29,pigeon_0012,brown_0012,chihuahua_0012,woven_0012
further,29a90e024d4f_31,sparrow_0007,sling_0007,weimaraner_0007,white_0007
further,2e7b848c394b_1,white_0016,bluejay_0016,chihuahua_0016,sling_0016
closer,2e7b848c394b_2,pigeon_0007,crow_0007,cuckoo_0007,nightingale_0007
further,2e7b848c394b_3,sling_0021,bluejay_0021,chihuahua_0021,white_0021
further,2e7b848c394b_4,redsport_0028,goldenretriever_0028,leather_0028,tomtit_0028
further,2e7b848c394b_5,robin_0034,bullmastiff_0034,hatchback_0034,straight_0034
closer,2e7b848c394b_6,pug_0022,basset_0022,bloodhound_0022,weimaraner_0022
closer,2e7b848c394b_7,weimaraner_0029,basset_0029,bloodhound_0029,pug_0029
further,2e7b848c394b_8,beetle_0025,doberman_0025,inlay_0025,sparrow_0025
further,2e7b848c394b_9,tomtit_0003,goldenretriever_0003,leather_0003,redsport_0003
closer,2e7b848c394b_10,squat_0014,knob_0014,waiting_0014,woven_0014
further,2e7b848c394b_12,goldenretriever_0015,leather_0015,redsport_0015,tomtit_0015
closer,2e7b848c394b_13,brown_0037,bluesedan_0037,bluesport_0037,redantique_0037
closer,2e7b848c394b_14,knob_0039,squat_0039,waiting_0039,woven_0039
further,2e7b848c394b_15,doberman_0002,beetle_0002,inlay_0002,sparrow_0002
closer,2e7b848c394b_16,woven_0026,knob_0026,squat_0026,waiting_0026
further,2e7b848c394b_18,straight_0031,bullmastiff_0031,hatchback_0031,robin_0031
closer,2e7b848c394b_19,nightingale_0032,crow_0032,cuckoo_0032,pigeon_0032
further,2e7b848c394b_20,inlay_0019,beetle_0019,doberman_0019,sparrow_0019
further,2e7b848c394b_21,hatchback_0038,bullmastiff_0038,robin_0038,straight_0038
closer,2e7b848c394b_23,waiting_0011,knob_0011,squat_0011,woven_0011
closer,2e7b848c394b_24,basset_0027,bloodhound_0027,pug_0027,weimaraner_0027
further,2e7b848c394b_25,sparrow_0008,beetle_0008,doberman_0008,inlay_0008
closer,2e7b848c394b_26,redantique_0030,bluesedan_0030,bluesport_0030,brown_0030
further,2e7b848c394b_29,chihuahua_0018,bluejay_0018,sling_0018,white_0018
closer,2e7b848c394b_30,cuckoo_0005,crow_0005,nightingale_0005,pigeon_0005
further,2e7b848c394b_31,bluejay_0024,chihuahua_0024,sling_0024,white_0024
further,2e7b848c394b_32,leather_0012,goldenretriever_0012,redsport_0012,tomtit_0012
closer,127894d151ba_1,waiting_0036,inlay_0036,knob_0036,straight_0036
closer,127894d151ba_2,goldenretriever_0008,basset_0008,bullmastiff_0008,pug_0008
closer,127894d151ba_3,straight_0010,inlay_0010,knob_0010,waiting_0010
closer,127894d151ba_4,robin_0034,crow_0034,cuckoo_0034,tomtit_0034
closer,127894d151ba_5,redantique_0019,bluesedan_0019,bluesport_0019,redsport_0019
further,127894d151ba_6,leather_0037,beetle_0037,chihuahua_0037,sparrow_0037
further,127894d151ba_7,nightingale_0027,doberman_0027,squat_0027,white_0027
closer,127894d151ba_8,bullmastiff_0021,basset_0021,goldenretriever_0021,pug_0021
closer,127894d151ba_9,cuckoo_0007,crow_0007,robin_0007,tomtit_0007
further,127894d151ba_10,beetle_0025,chihuahua_0025,leather_0025,sparrow_0025
further,127894d151ba_11,hatchback_0022,bloodhound_0022,bluejay_0022,sling_0022
further,127894d151ba_12,squat_0033,doberman_0033,nightingale_0033,white_0033
further,127894d151ba_13,pigeon_0023,brown_0023,weimaraner_0023,woven_0023
further,127894d151ba_14,woven_0005,brown_0005,pigeon_0005,weimaraner_0005
closer,127894d151ba_15,pug_0001,basset_0001,bullmastiff_0001,goldenretriever_0001
further,127894d151ba_16,weimaraner_0032,brown_0032,pigeon_0032,woven_0032
closer,127894d151ba_18,basset_0016,bullmastiff_0016,goldenretriever_0016,pug_0016
further,127894d151ba_19,sparrow_0002,beetle_0002,chihuahua_0002,leather_0002
further,127894d151ba_20,brown_0035,pigeon_0035,weimaraner_0035,woven_0035
further,127894d151ba_22,doberman_0014,nightingale_0014,squat_0014,white_0014
further,127894d151ba_23,chihuahua_0028,beetle_0028,leather_0028,sparrow_0028
further,127894d151ba_25,bluejay_0003,bloodhound_0003,hatchback_0003,sling_0003
closer,127894d151ba_26,tomtit_0017,crow_0017,cuckoo_0017,robin_0017
closer,127894d151ba_27,inlay_0020,knob_0020,straight_0020,waiting_0020
further,127894d151ba_28,white_0009,doberman_0009,nightingale_0009,squat_0009
further,127894d151ba_29,bloodhound_0031,bluejay_0031,hatchback_0031,sling_0031
closer,127894d151ba_30,bluesedan_0039,bluesport_0039,redantique_0039,redsport_0039
closer,127894d151ba_31,knob_0006,inlay_0006,straight_0006,waiting_0006
further,127894d151ba_32,sling_0024,bloodhound_0024,bluejay_0024,hatchback_0024
closer,eec2b4a61ff4_1,tomtit_0011,crow_0011,nightingale_0011,pigeon_0011
further,eec2b4a61ff4_3,chihuahua_0025,brown_0025,sparrow_0025,straight_0025
further,eec2b4a61ff4_4,straight_0002,brown_0002,chihuahua_0002,sparrow_0002
further,eec2b4a61ff4_5,leather_0035,bluejay_0035,pug_0035,redsport_0035
further,eec2b4a61ff4_6,woven_0004,bluesport_0004,goldenretriever_0004,robin_0004
closer,eec2b4a61ff4_7,crow_0012,nightingale_0012,pigeon_0012,tomtit_0012
closer,eec2b4a61ff4_8,pigeon_0007,crow_0007,nightingale_0007,tomtit_0007
further,eec2b4a61ff4_9,robin_0017,bluesport_0017,goldenretriever_0017,woven_0017
further,eec2b4a61ff4_10,redsport_0030,bluejay_0030,leather_0030,pug_0030
further,eec2b4a61ff4_11,inlay_0028,beetle_0028,cuckoo_0028,doberman_0028
further,eec2b4a61ff4_12,brown_0024,chihuahua_0024,sparrow_0024,straight_0024
closer,eec2b4a61ff4_13,bluesedan_0014,hatchback_0014,redantique_0014,white_0014
closer,eec2b4a61ff4_14,waiting_0023,knob_0023,sling_0023,squat_0023
closer,eec2b4a61ff4_16,squat_0018,knob_0018,sling_0018,waiting_0018
closer,eec2b4a61ff4_17,knob_0021,sling_0021,squat_0021,waiting_0021
further,eec2b4a61ff4_18,doberman_0015,beetle_0015,cuckoo_0015,inlay_0015
closer,eec2b4a61ff4_19,sling_0037,knob_0037,squat_0037,waiting_0037
further,eec2b4a61ff4_20,bluesport_0005,goldenretriever_0005,robin_0005,woven_0005
closer,eec2b4a61ff4_21,weimaraner_0036,basset_0036,bloodhound_0036,bullmastiff_0036
further,eec2b4a61ff4_22,pug_0008,bluejay_0008,leather_0008,redsport_0008
closer,eec2b4a61ff4_23,redantique_0034,bluesedan_0034,hatchback_0034,white_0034
closer,eec2b4a61ff4_24,nightingale_0029,crow_0029,pigeon_0029,tomtit_0029
further,eec2b4a61ff4_25,beetle_0020,cuckoo_0020,doberman_0020,inlay_0020
further,eec2b4a61ff4_26,goldenretriever_0009,bluesport_0009,robin_0009,woven_0009
closer,eec2b4a61ff4_27,basset_0027,bloodhound_0027,bullmastiff_0027,weimaraner_0027
closer,eec2b4a61ff4_28,white_0026,bluesedan_0026,hatchback_0026,redantique_0026
further,eec2b4a61ff4_29,bluejay_0013,leather_0013,pug_0013,redsport_0013
further,eec2b4a61ff4_30,sparrow_0022,brown_0022,chihuahua_0022,straight_0022
further,eec2b4a61ff4_31,cuckoo_0032,beetle_0032,doberman_0032,inlay_0032
closer,eec2b4a61ff4_32,hatchback_0003,bluesedan_0003,redantique_0003,white_0003
closer,c7deb0ad5a21_2,hatchback_0002,bluesedan_0002,bluesport_0002,white_0002
closer,c7deb0ad5a21_4,sling_0030,knob_0030,leather_0030,waiting_0030
closer,c7deb0ad5a21_5,knob_0004,leather_0004,sling_0004,waiting_0004
closer,c7deb0ad5a21_6,white_0034,bluesedan_0034,bluesport_0034,hatchback_0034
further,c7deb0ad5a21_7,nightingale_0026,basset_0026,beetle_0026,woven_0026
closer,c7deb0ad5a21_8,cuckoo_0010,pigeon_0010,sparrow_0010,tomtit_0010
closer,c7deb0ad5a21_9,tomtit_0024,cuckoo_0024,pigeon_0024,sparrow_0024
further,c7deb0ad5a21_10,straight_0021,bluejay_0021,goldenretriever_0021,redsport_0021
further,c7deb0ad5a21_11,crow_0038,brown_0038,bullmastiff_0038,squat_0038
closer,c7deb0ad5a21_12,waiting_0037,knob_0037,leather_0037,sling_0037
closer,c7deb0ad5a21_13,weimaraner_0006,bloodhound_0006,chihuahua_0006,pug_0006
closer,c7deb0ad5a21_14,leather_0032,knob_0032,sling_0032,waiting_0032
further,c7deb0ad5a21_15,bullmastiff_0027,brown_0027,crow_0027,squat_0027
closer,c7deb0ad5a21_16,pug_0017,bloodhound_0017,chihuahua_0017,weimaraner_0017
further,c7deb0ad5a21_17,brown_0003,bullmastiff_0003,crow_0003,squat_0003
further,c7deb0ad5a21_18,redantique_0033,doberman_0033,inlay_0033,robin_0033
further,c7deb0ad5a21_19,redsport_0019,bluejay_0019,goldenretriever_0019,straight_0019
closer,c7deb0ad5a21_20,sparrow_0039,cuckoo_0039,pigeon_0039,tomtit_0039
further,c7deb0ad5a21_21,squat_0018,brown_0018,bullmastiff_0018,crow_0018
further,c7deb0ad5a21_22,goldenretriever_0014,bluejay_0014,redsport_0014,straight_0014
further,c7deb0ad5a21_23,beetle_0035,basset_0035,nightingale_0035,woven_0035
further,c7deb0ad5a21_24,woven_0029,basset_0029,beetle_0029,nightingale_0029
closer,c7deb0ad5a21_25,bluesedan_0020,bluesport_0020,hatchback_0020,white_0020
further,c7deb0ad5a21_26,doberman_0009,inlay_0009,redantique_0009,robin_0009
further,c7deb0ad5a21_27,robin_0028,doberman_0028,inlay_0028,redantique_0028
further,c7deb0ad5a21_28,basset_0000,beetle_0000,nightingale_0000,woven_0000
further,c7deb0ad5a21_29,inlay_0012,doberman_0012,redantique_0012,robin_0012
closer,c7deb0ad5a21_30,bloodhound_0015,chihuahua_0015,pug_0015,weimaraner_0015
closer,c7deb0ad5a21_31,chihuahua_0023,bloodhound_0023,pug_0023,weimaraner_0023
further,c7deb0ad5a21_32,bluejay_0001,goldenretriever_0001,redsport_0001,straight_0001
further,9becfef19917_1,basset_0036,bluesport_0036,nightingale_0036,woven_0036
further,9becfef19917_2,straight_0013,bluejay_0013,bullmastiff_0013,redantique_0013
further,9becfef19917_3,bluejay_0011,bullmastiff_0011,redantique_0011,straight_0011
further,9becfef19917_4,woven_0020,basset_0020,bluesport_0020,nightingale_0020
closer,9becfef19917_5,squat_0012,inlay_0012,knob_0012,sling_0012
closer,9becfef19917_6,sling_0029,inlay_0029,knob_0029,squat_0029
further,9becfef19917_7,robin_0034,beetle_0034,bloodhound_0034,leather_0034
further,9becfef19917_8,weimaraner_0031,hatchback_0031,pigeon_0031,waiting_0031
closer,9becfef19917_9,pug_0010,chihuahua_0010,doberman_0010,goldenretriever_0010
closer,9becfef19917_10,crow_0009,cuckoo_0009,sparrow_0009,tomtit_0009
further,9becfef19917_11,hatchback_0021,pigeon_0021,waiting_0021,weimaraner_0021
further,9becfef19917_12,redantique_0005,bluejay_0005,bullmastiff_0005,straight_0005
closer,9becfef19917_13,doberman_0023,chihuahua_0023,goldenretriever_0023,pug_0023
closer,9becfef19917_14,white_0002,bluesedan_0002,brown_0002,redsport_0002
closer,9becfef19917_15,cuckoo_0039,crow_0039,sparrow_0039,tomtit_0039
further,9becfef19917_16,bluesport_0015,basset_0015,nightingale_0015,woven_0015
closer,9becfef19917_18,redsport_0026,bluesedan_0026,brown_0026,white_0026
closer,9becfef19917_19,chihuahua_0038,doberman_0038,goldenretriever_0038,pug_0038
further,9becfef19917_20,leather_0017,beetle_0017,bloodhound_0017,robin_0017
further,9becfef19917_21,nightingale_0019,basset_0019,bluesport_0019,woven_0019
further,9becfef19917_22,beetle_0007,bloodhound_0007,leather_0007,robin_0007
closer,9becfef19917_23,tomtit_0003,crow_0003,cuckoo_0003,sparrow_0003
closer,9becfef19917_24,sparrow_0037,crow_0037,cuckoo_0037,tomtit_0037
closer,9becfef19917_25,brown_0018,bluesedan_0018,redsport_0018,white_0018
closer,9becfef19917_26,bluesedan_0025,brown_0025,redsport_0025,white_0025
further,9becfef19917_27,bullmastiff_0016,bluejay_0016,redantique_0016,straight_0016
further,9becfef19917_28,waiting_0008,hatchback_0008,pigeon_0008,weimaraner_0008
further,9becfef19917_29,bloodhound_0027,beetle_0027,leather_0027,robin_0027
further,9becfef19917_30,pigeon_0035,hatchback_0035,waiting_0035,weimaraner_0035
closer,9becfef19917_31,inlay_0000,knob_0000,sling_0000,squat_0000
closer,9becfef19917_32,knob_0032,inlay_0032,sling_0032,squat_0032
further,6860f102553c_1,crow_0003,basset_0003,redantique_0003,squat_0003
closer,6860f102553c_2,cuckoo_0023,pigeon_0023,sparrow_0023,tomtit_0023
closer,6860f102553c_4,redsport_0032,beetle_0032,bluesedan_0032,brown_0032
closer,6860f102553c_5,goldenretriever_0013,bullmastiff_0013,chihuahua_0013,weimaraner_0013
closer,6860f102553c_6,sling_0035,inlay_0035,waiting_0035,woven_0035
further,6860f102553c_7,nightingale_0028,doberman_0028,hatchback_0028,leather_0028
closer,6860f102553c_8,inlay_0001,sling_0001,waiting_0001,woven_0001
further,6860f102553c_9,leather_0018,doberman_0018,hatchback_0018,nightingale_0018
further,6860f102553c_10,white_0008,bluejay_0008,knob_0008,pug_0008
further,6860f102553c_11,hatchback_0015,doberman_0015,leather_0015,nightingale_0015
further,6860f102553c_12,robin_0033,bloodhound_0033,bluesport_0033,straight_0033
closer,6860f102553c_14,woven_0036,inlay_0036,sling_0036,waiting_0036
further,6860f102553c_15,redantique_0027,basset_0027,crow_0027,squat_0027
further,6860f102553c_16,squat_0014,basset_0014,crow_0014,redantique_0014
further,6860f102553c_17,pug_0016,bluejay_0016,knob_0016,white_0016
closer,6860f102553c_19,chihuahua_0024,bullmastiff_0024,goldenretriever_0024,weimaraner_0024
further,6860f102553c_20,bloodhound_0007,bluesport_0007,robin_0007,straight_0007
closer,6860f102553c_21,waiting_0006,inlay_0006,sling_0006,woven_0006
closer,6860f102553c_24,sparrow_0034,cuckoo_0034,pigeon_0034,tomtit_0034
further,6860f102553c_25,straight_0005,bloodhound_0005,bluesport_0005,robin_0005
further,6860f102553c_26,knob_0030,bluejay_0030,pug_0030,white_0030
further,6860f102553c_28,doberman_0002,hatchback_0002,leather_0002,nightingale_0002
further,6860f102553c_29,basset_0022,crow_0022,redantique_0022,squat_0022
closer,6860f102553c_30,beetle_0038,bluesedan_0038,brown_0038,redsport_0038
further,6860f102553c_31,bluesport_0004,bloodhound_0004,robin_0004,straight_0004
further,6860f102553c_32,bluejay_0019,knob_0019,pug_0019,white_0019
closer,4d08ec32315f_2,beetle_0007,bluesedan_0007,hatchback_0007,white_0007
further,4d08ec32315f_3,redsport_0019,nightingale_0019,sling_0019,weimaraner_0019
further,4d08ec32315f_4,sling_0003,nightingale_0003,redsport_0003,weimaraner_0003
closer,4d08ec32315f_5,woven_0032,knob_0032,squat_0032,straight_0032
further,4d08ec32315f_6,weimaraner_0009,nightingale_0009,redsport_0009,sling_0009
further,4d08ec32315f_7,waiting_0000,chihuahua_0000,cuckoo_0000,redantique_0000
closer,4d08ec32315f_8,white_0033,beetle_0033,bluesedan_0033,hatchback_0033
further,4d08ec32315f_9,chihuahua_0001,cuckoo_0001,redantique_0001,waiting_0001
closer,4d08ec32315f_10,straight_0028,knob_0028,squat_0028,woven_0028
closer,4d08ec32315f_11,pigeon_0023,robin_0023,sparrow_0023,tomtit_0023
closer,4d08ec32315f_12,bluesedan_0013,beetle_0013,hatchback_0013,white_0013
further,4d08ec32315f_15,doberman_0011,bluesport_0011,crow_0011,inlay_0011
closer,4d08ec32315f_16,hatchback_0026,beetle_0026,bluesedan_0026,white_0026
further,4d08ec32315f_17,pug_0039,bluejay_0039,brown_0039,leather_0039
closer,4d08ec32315f_18,squat_0010,knob_0010,straight_0010,woven_0010
further,4d08ec32315f_19,inlay_0018,bluesport_0018,crow_0018,doberman_0018
further,4d08ec32315f_20,leather_0008,bluejay_0008,brown_0008,pug_0008
further,4d08ec32315f_21,crow_0014,bluesport_0014,doberman_0014,inlay_0014
closer,4d08ec32315f_22,sparrow_0004,pigeon_0004,robin_0004,tomtit_0004
further,4d08ec32315f_23,nightingale_0005,redsport_0005,sling_0005,weimaraner_0005
closer,4d08ec32315f_24,basset_0017,bloodhound_0017,bullmastiff_0017,goldenretriever_0017
closer,4d08ec32315f_25,tomtit_0020,pigeon_0020,robin_0020,sparrow_0020
further,4d08ec32315f_26,bluejay_0030,brown_0030,leather_0030,pug_0030
further,4d08ec32315f_27,brown_0025,bluejay_0025,leather_0025,pug_0025
closer,4d08ec32315f_28,bloodhound_0012,basset_0012,bullmastiff_0012,goldenretriever_0012
further,4d08ec32315f_29,bluesport_0022,crow_0022,doberman_0022,inlay_0022
further,4d08ec32315f_30,redantique_0029,chihuahua_0029,cuckoo_0029,waiting_0029
closer,4d08ec32315f_31,knob_0021,squat_0021,straight_0021,woven_0021
further,4d08ec32315f_32,cuckoo_0034,chihuahua_0034,redantique_0034,waiting_0034
further,fd593aa8a5d4_1,waiting_0020,brown_0020,crow_0020,goldenretriever_0020
further,fd593aa8a5d4_2,crow_0015,brown_0015,goldenretriever_0015,waiting_0015
further,fd593aa8a5d4_3,weimaraner_0001,bluesport_0001,robin_0001,straight_0001
further,fd593aa8a5d4_4,chihuahua_0002,bluesedan_0002,pigeon_0002,sling_0002
further,fd593aa8a5d4_5,pigeon_0027,bluesedan_0027,chihuahua_0027,sling_0027
further,fd593aa8a5d4_6,sling_0025,bluesedan_0025,chihuahua_0025,pigeon_0025
closer,fd593aa8a5d4_7,knob_0005,inlay_0005,leather_0005,squat_0005
closer,fd593aa8a5d4_8,squat_0013,inlay_0013,knob_0013,leather_0013
closer,fd593aa8a5d4_9,pug_0019,basset_0019,bloodhound_0019,bullmastiff_0019
closer,fd593aa8a5d4_10,sparrow_0029,bluejay_0029,cuckoo_0029,tomtit_0029
further,fd593aa8a5d4_11,robin_0018,bluesport_0018,straight_0018,weimaraner_0018
closer,fd593aa8a5d4_12,basset_0035,bloodhound_0035,bullmastiff_0035,pug_0035
further,fd593aa8a5d4_14,doberman_0017,nightingale_0017,redantique_0017,woven_0017
further,fd593aa8a5d4_15,bluesedan_0036,chihuahua_0036,pigeon_0036,sling_0036
closer,fd593aa8a5d4_16,beetle_0038,hatchback_0038,redsport_0038,white_0038
further,fd593aa8a5d4_17,woven_0031,doberman_0031,nightingale_0031,redantique_0031
closer,fd593aa8a5d4_19,hatchback_0028,beetle_0028,redsport_0028,white_0028
closer,fd593aa8a5d4_20,bloodhound_0010,basset_0010,bullmastiff_0010,pug_0010
further,fd593aa8a5d4_21,goldenretriever_0032,brown_0032,crow_0032,waiting_0032
further,fd593aa8a5d4_22,brown_0039,crow_0039,goldenretriever_0039,waiting_0039
closer,fd593aa8a5d4_23,bullmastiff_0014,basset_0014,bloodhound_0014,pug_0014
closer,fd593aa8a5d4_24,tomtit_0024,bluejay_0024,cuckoo_0024,sparrow_0024
closer,fd593aa8a5d4_25,inlay_0030,knob_0030,leather_0030,squat_0030
further,fd593aa8a5d4_26,bluesport_0012,robin_0012,straight_0012,weimaraner_0012
