gameid,roundNum,targetHex,alt1Hex,alt2Hex,clickStatus,strippedContents,cleanMsg
0811-5,1,#52AD9A,#6B8494,#2314EB,target,the light blue green,light blue green
0811-5,2,#7E827D,#936E6C,#6B6F94,target,the more grey color,grey color
0811-5,3,#75B649,#03FC6F,#46E619,target,the dullest greyest green color,dullest greyest green color
0811-5,4,#1D5CE2,#667999,#5DA290,target,the brightest blue,brightest blue
0811-5,5,#7D8679,#4A44BB,#01CBFE,target,grey,grey
0811-5,6,#AA34CB,#6B26D9,#2BC3D4,target,the least blue purple,least blue purple
0811-5,7,#837C7E,#80837C,#36C949,target,the grey that seems slightly more purple,grey seems slightly purple
0811-5,8,#75CF30,#23E31C,#79B34D,target,the medium bright green,medium bright green
0811-5,9,#A2D02F,#22DD45,#47B854,target,the yellower one,yellower one
0811-5,10,#633DC2,#0F96F0,#77738C,target,the most purple,purple
0811-5,11,#0AF564,#52B946,#7BFA05,target,the bright blue green color,bright blue green color
0811-5,12,#903BC4,#AB4EB1,#C23D8F,target,the most blue bright purple,blue bright purple
0811-5,13,#33E31C,#0EF18F,#878A75,target,bright green,bright green
0811-5,14,#2D74D2,#6F8290,#29D65A,target,blue,blue
0811-5,15,#C8B537,#F5F50A,#28D7A3,target,brown,brown
0811-5,16,#C84337,#04CAFB,#699669,target,red,red
0811-5,17,#B6D52A,#56C23D,#949F60,target,yellow,yellow
0811-5,18,#7553AC,#9136C9,#615EA1,distr2,grey purple,grey purple
0811-5,19,#A65996,#986790,#8B7477,target,brightest pink,brightest pink
0811-5,20,#FC034E,#4B69B4,#6C8C93,target,red,red
0811-5,21,#C63955,#946B74,#7DD42B,target,red,red
0811-5,22,#726B94,#DB24B7,#A47E5B,target,blue,blue
0811-5,23,#3706F9,#6F907F,#8B7C74,target,blue,blue
0811-5,24,#4DB34E,#650FF0,#BE414E,target,green,green
0811-5,25,#5BDA25,#18E76B,#7808F7,target,bright green   more yellow,bright green yellow
0811-5,26,#C23DAE,#8D1CE3,#29D66B,target,pink,pink
0811-5,27,#7A7C85,#6F7890,#19E6DF,target,least blue grey,least blue grey
0811-5,28,#13EC13,#09F697,#68CF30,target,bright green ,bright green
0811-5,29,#8E7181,#13ECCB,#E04C1F,target,purple,purple
0811-5,30,#C27D3D,#44BB9F,#5B69A4,target,brown,brown
0811-5,31,#FB0439,#1F62E0,#929F60,target,red,red
0811-5,32,#C23D63,#EB14AA,#E24B1D,target,dull red   middle between red and pink,dull red middle red pink
0811-5,33,#B87147,#EE2711,#FA0580,target,brown,brown
0811-5,34,#7D36C9,#E30DF2,#95886A,target,blue,blue
0811-5,35,#77B04F,#25DA25,#34CB64,target,olive green,olive green
0811-5,36,#8B45BA,#7F7E81,#B1534E,target,purple,purple
0811-5,37,#A3915C,#739E61,#19E62B,target,brown,brown
0811-5,38,#985CA3,#5A41BE,#772BD4,target,light purple,light purple
0811-5,39,#2AA7D5,#CBC634,#A739C6,target,blue,blue
0811-5,40,#82D52A,#EB14EB,#808080,target,green yellow,green yellow
0811-5,41,#38C74B,#79A25D,#1DE289,target,green   not blue green,green blue green
0811-5,42,#73798C,#BB4468,#778C73,target,purple,purple
0811-5,43,#261CE3,#8345BA,#DB2433,target,blue,blue
0811-5,44,#708F7D,#47B887,#9BA45B,target,grey,grey
0811-5,45,#F9063B,#C73849,#B4A14B,target,red,red
0811-5,46,#905DA2,#816A95,#575DA8,target,reddest purple   not grey or blue,reddest purple grey blue
0811-5,47,#7F857A,#788687,#718E79,target,not green grey or blue grey   neutral grey ,green grey blue grey neutral grey
0811-5,48,#95826A,#0A39F5,#F9D806,target,brown,brown
0811-5,49,#3630CF,#2B45D4,#1764E8,target,darkest blue,darkest blue
0811-5,50,#3E56C1,#6B7A94,#05F6FA,target,blue,blue
7314-4,1,#98B847,#0864F7,#BF9340,target,the color of a pea,color pea
7314-4,2,#7E8C73,#609F89,#21E41B,target,the darkest color,darkest color
7314-4,3,#51C639,#659A6D,#52B44B,target,the brightest lightest one,brightest lightest one
7314-4,4,#867B79,#808080,#757A8A,target,the pinkest looking one,pinkest looking one
7314-4,5,#8BA659,#9E8C61,#777788,target,pea colored again,pea colored
7314-4,6,#B84762,#29BFD6,#DF4320,target,magenta,magenta
7314-4,7,#20DF86,#6EC936,#7CDF20,distr1,darkest,darkest
7314-4,8,#808080,#95786A,#57B649,target,darkest again,darkest
7314-4,9,#6DA25D,#3FC43B,#2A82D5,target,dark green,dark green
7314-4,10,#2DD2B4,#66997A,#5EA168,target,lightest,lightest
7314-4,11,#902ED1,#6DF10E,#7C8083,target,purple,purple
7314-4,12,#8BD22D,#BF16E9,#41BE8E,target,neon green yellow,neon green yellow
7314-4,13,#A2915D,#A5B34D,#29FB04,target,the brownest,brownest
7314-4,14,#7055AA,#777D88,#AB546A,target,purple,purple
7314-4,16,#4BF906,#21DE2B,#0EF1B4,target,the brightest green,brightest green
7314-4,17,#85708F,#C43BB7,#A15E8B,target,the darkest  looking the most gray,darkest looking gray
7314-4,18,#BAB245,#619E87,#6C629D,target,green yellow  lightest,green yellow lightest
7314-4,19,#6C7B93,#776B94,#6B4DB3,target,darkest,darkest
7314-4,19,#6C7B93,#776B94,#6B4DB3,target,most gray,gray
7314-4,20,#ECB213,#9224DB,#AD5C52,target,yellow,yellow
7314-4,21,#81946B,#7CA35C,#780BF4,target,darker green,darker green
7314-4,22,#2B6CD4,#7A7E85,#A014EB,target,blue,blue
7314-4,23,#7C24DB,#4BB469,#F1F10E,target,purple,purple
7314-4,24,#2AD541,#B4D728,#6E9187,target,not yellow  but bright green,yellow bright green
7314-4,25,#B9464C,#0AF587,#DE21AC,target,not the magenta  other red,magenta red
7314-4,26,#AD9252,#A6BF40,#8C737C,target,brownish one,brownish one
7314-4,27,#FA0567,#26D968,#5D93A2,target,red,red
7314-4,28,#A145BA,#956A8F,#7A6C93,target,most purple one,purple one
7314-4,29,#14EB87,#2FBAD0,#888A75,target,bright green,bright green
7314-4,30,#16E97C,#17E8BE,#6A01FE,target,bright green  not teal,bright green teal
7314-4,31,#69C33C,#4BB44B,#F40B1F,target,lighter brighter green,lighter brighter green
7314-4,32,#95C738,#A4FA05,#6B34CB,target,green  not neon ,green neon
7314-4,33,#9BAB54,#2DDF20,#34CB6E,target,closest to tan,closest tan
7314-4,34,#5CAA55,#A2C43B,#4FB06E,target,most green  not yellow or blue green,green yellow blue green
7314-4,35,#956A8D,#BD42AA,#81718E,target,not magenta  in between the magenta and purple ,magenta magenta purple
7314-4,36,#BDDB24,#4EC738,#90C738,target,brightest most yellow green neon,brightest yellow green neon
7314-4,37,#8F708F,#5C70A3,#FA05C1,target,not magenta or blue ,magenta blue
7314-4,38,#6DC43B,#8F9E61,#4BB48A,target,brightest green,brightest green
7314-4,39,#A65E59,#D73928,#718E87,target,not the bright red one  other red,bright red one red
7314-4,40,#828877,#A541BE,#22DD89,target,gray,gray
7314-4,41,#55AA68,#7D8C73,#546EAB,target,green  light,green light
7314-4,42,#2117E8,#68AA55,#807D82,target,blue,blue
7314-4,43,#635EA1,#C837C3,#AF5B50,target,darkest one  blue ish,darkest one blue ish
7314-4,44,#59A68A,#5FC639,#A35C89,target,darker green,darker green
7314-4,45,#758A83,#7B8778,#5EA165,distr1,most gray one ,gray one
7314-4,46,#D1B32E,#ED8E12,#1FADE0,target,yellow,yellow
7314-4,47,#887780,#38C5C7,#DF2043,target,not blue or red,blue red
7314-4,48,#F4450B,#3678C9,#CDBB32,target,organge,organge
7314-4,48,#F4450B,#3678C9,#CDBB32,target,orange,orange
7314-4,49,#A35C85,#C83767,#DB245B,target,most purple not the pink ones,purple pink ones
7314-4,50,#82738C,#877B78,#71858E,target,not the gray or light blue,gray light blue
4139-d,1,#669998,#8E8F70,#5B71A4,target,The object is teal ,object teal
4139-d,2,#DE2199,#A85775,#1909F6,target,The object is a bright pinkish purple ,object bright pinkish purple
4139-d,2,#DE2199,#A85775,#1909F6,target,Yes ,yes
4139-d,3,#01FE8C,#09F6AF,#33CC54,target,Both ,
4139-d,4,#758A7C,#52ADAA,#C43B3F,target,The target is gray ,target gray
4139-d,5,#F70854,#AC8853,#3729D6,target,The target is red ,target red
4139-d,6,#BA2BD4,#55D52A,#386FC7,target,The target is purple ,target purple
4139-d,7,#6F908A,#609F6B,#ECD613,target,The target is teal ,target teal
4139-d,7,#6F908A,#609F6B,#ECD613,target,Yes ,yes
4139-d,8,#2421DE,#86797A,#C62ED1,target,The target is blue ,target blue
4139-d,9,#B45E4B,#29D6BC,#4837C8,target,The target is brown ,target brown
4139-d,10,#699966,#58A782,#A35C91,target,The target is a little gray green ,target little gray green
4139-d,10,#699966,#58A782,#A35C91,target,Yes ,yes
4139-d,11,#E3F708,#7D8182,#A20DF2,target,The target is yellow ,target yellow
4139-d,13,#CF9F30,#9E8861,#B34D83,target,The target is gold ,target gold
4139-d,14,#0BF47C,#8AEB14,#0DF24A,target,The target is more of a mint green ,target mint green
4139-d,15,#F7A308,#8DCF30,#47B6B8,target,The target is orange ,target orange
4139-d,16,#73718E,#8C708F,#DE2124,target,The target is the purple with more gray in it ,target purple gray
4139-d,17,#D62997,#D71FE0,#4DA5B3,target,The target is pink ,target pink
4139-d,17,#D62997,#D71FE0,#4DA5B3,target,yes ,yes
4139-d,18,#CD32A1,#B245BA,#9450AF,target,The target is the same as last time  I think  A bright pink   ,target last time think bright pink
4139-d,19,#A45BA1,#70609F,#4BCF30,target,The target is a lighter purple with more red in it than blue ,target lighter purple red blue
4139-d,20,#699096,#369DC9,#D79128,target,The target is teal  the grayer blue  ,target teal grayer blue
4139-d,21,#E81772,#D02F80,#EE11BE,target,The target is a hot pink with a lot of red in it ,target hot pink lot red
4139-d,22,#D52AA2,#E31C80,#BD427B,target,The target is the hot pink with more purple in it ,target hot pink purple
4139-d,23,#C12AD5,#DE2137,#6CD12E,target,The target is purple ,target purple
4139-d,24,#77887D,#0FF096,#A25D72,target,The target is the gray ish green ,target gray ish green
4139-d,25,#D22D59,#23E31C,#B54AB1,target,The target is hot pink ,target hot pink
4139-d,26,#2320DF,#827D82,#B5AA4A,target,The target is blue ,target blue
4139-d,27,#2D98D2,#777D88,#218FDE,target,The target is the lighter blue ,target lighter blue
4139-d,28,#E817E5,#DA2580,#53A9AC,distr1,The target is the hot pink with more purple in it ,target hot pink purple
4139-d,29,#3D51C2,#3EC17B,#FB4204,target,The target is blue ,target blue
4139-d,30,#E8178D,#847788,#53AC99,target,The target is hot pink ,target hot pink
4139-d,32,#2AD728,#322DD2,#C73887,target,The target is green ,target green
4139-d,34,#6A8595,#3784C8,#5474AB,target,The target is a gray ish blue ,target gray ish blue
4139-d,35,#889F60,#835DA2,#817D82,target,The target is olive green ,target olive green
4139-d,36,#462ED1,#A138C7,#BE5A41,target,The target is blue ,target blue
4139-d,37,#03FCF8,#25A4DA,#A64EB1,target,The target is a bright aqua blue ,target bright aqua blue
4139-d,38,#5BC936,#5DA269,#BE0AF5,target,The target is lime green ,target lime green
4139-d,39,#D703FC,#C837A1,#8620DF,target,In the middle ,middle
4139-d,40,#8B8074,#6C8A93,#FAFA05,target,The target is gray brown ,target gray brown
4139-d,41,#37C86C,#7BA35C,#5EA188,target,The target is the bright green ,target bright green
4139-d,42,#807D82,#766C93,#8C7387,target,The target is gray ,target gray
4139-d,43,#808080,#6E7B91,#8E718E,target,The target is gray ,target gray
4139-d,44,#2BDA25,#1BE479,#7EB34D,target,The target is a bright yellow green ,target bright yellow green
4139-d,45,#5CA758,#67DB24,#CF3030,target,The target is more of an olive green ,target olive green
4139-d,46,#8B9E61,#619E64,#808080,target,The target is kind of beige green ,target kind beige green
4139-d,47,#BB7044,#80AD52,#9055AA,target,The target is orangish brown ,target orangish brown
4139-d,48,#6F7F90,#857A7E,#3911EE,target,The target is blue gray ,target blue gray
4139-d,49,#F50A58,#0987F6,#AFA550,target,The target is hot pink red ,target hot pink red
4139-d,50,#9950AF,#996696,#BE418E,target,The target is purple with blue undertones ,target purple blue undertones
3618-3,1,#757C8A,#B20AF5,#8BC33C,target,gray,gray
3618-3,2,#44E817,#16E96E,#33ABCC,target,yellowish green,yellowish green
3618-3,3,#F4D80B,#C43BAB,#3009F6,target,yellow,yellow
3618-3,4,#966985,#7B5EA1,#B8C639,target,light purple,light purple
3618-3,5,#D7B128,#64F708,#B34D97,target,yellow,yellow
3618-3,6,#FB04FB,#CD32A4,#FC0388,distr1,purple,purple
3618-3,6,#FB04FB,#CD32A4,#FC0388,distr1,more dark than light,dark light
3618-3,7,#344DCB,#E41B21,#26D99D,target,blue,blue
3618-3,8,#A65996,#85629D,#6BBD42,target,light purple,light purple
3618-3,9,#D9269A,#9C4DB3,#D42B80,distr2,magenta,magenta
3618-3,10,#4DB377,#DA252B,#757A8A,target,green,green
3618-3,11,#A0C43B,#9C9F60,#73778C,target,bright green,bright green
3618-3,12,#A7C43B,#A35C70,#7D8182,target,green,green
3618-3,13,#FA053A,#7D37C8,#889A65,target,red,red
3618-3,14,#6A957B,#E113EC,#7C718E,target,greenish blue,greenish blue
3618-3,15,#A3895C,#7C837C,#82817D,target,light brown,light brown
3618-3,16,#81738C,#BE41A5,#50DF20,distr2,blue,blue
3618-3,17,#D12E9B,#D9267A,#A541BE,target,darkish magenta,darkish magenta
3618-3,18,#966E69,#857788,#CC339E,target,light brown,light brown
3618-3,19,#D914EB,#9C29D6,#80A35C,target,magenta,magenta
3618-3,20,#D22D85,#946B81,#AF509A,target,magenta,magenta
3618-3,21,#B1B54A,#70CC33,#36C93A,distr1,greenish yellow,greenish yellow
3618-3,22,#54AB5A,#5DCF30,#46BD42,distr1,light green,light green
3618-3,23,#7F22DD,#956A79,#ECEC13,target,purple,purple
3618-3,24,#A45B6F,#996680,#EB14BC,target,brown,brown
3618-3,25,#916A95,#8C7380,#93746C,target,purple,purple
3618-3,26,#F609AB,#788778,#F90637,target,purple,purple
3618-3,27,#6950AF,#98678A,#78708F,distr1,bright purple,bright purple
3618-3,28,#B438C7,#7A49B6,#534EB1,target,purple,purple
3618-3,29,#83837C,#6F907E,#818A75,distr2,faded green,faded green
3618-3,30,#73619E,#4747B8,#0BF4DC,target,light purple,light purple
3618-3,31,#9C6389,#6C7493,#6AB14E,target,light purple,light purple
3618-3,32,#549BAB,#77956A,#4BD629,target,blue,blue
3618-3,33,#857A7B,#051EFA,#83936C,target,gray,gray
3618-3,34,#4F90B0,#299CD6,#8B7674,target,teal,teal
3618-3,35,#D4552B,#C7D22D,#808080,target,brown,brown
3618-3,36,#679E61,#837C7C,#DA257C,target,light green,light green
3618-3,37,#6F908D,#828778,#F40BB2,target,teal,teal
3618-3,38,#C1823E,#A4765B,#A425DA,target,yellowish brown,yellowish brown
3618-3,39,#12E2ED,#13ECD3,#A65986,target,bright blue,bright blue
3618-3,40,#73798C,#87738C,#5EA172,target,gray,gray
3618-3,41,#0D24F2,#2FD092,#857887,target,blue,blue
3618-3,42,#45BA7A,#649D62,#57A882,target,brightish green,brightish green
3618-3,43,#36B8C9,#19A5E6,#26B8D9,distr2,light blue,light blue
3618-3,44,#808080,#878F70,#0978F6,target,gray,gray
3618-3,45,#9F6073,#857887,#AA557B,target,faded purple,faded purple
3618-3,46,#9512ED,#41BE52,#3466CB,target,purple,purple
3618-3,47,#9D6269,#B65F49,#BD4246,distr1,brownish gray,brownish gray
3618-3,48,#8F708B,#808080,#FEC701,target,purple,purple
3618-3,49,#BD4259,#AF5092,#DF2063,target,brownish purple,brownish purple
3618-3,50,#54D728,#3EC14B,#798684,target,bright green,bright green
5957-a,1,#FC9403,#45E01F,#837C81,target,orange,orange
5957-a,2,#99666F,#936C93,#6C937E,target,mauve,mauve
5957-a,3,#3EED12,#4DB394,#AB4FB0,target,bright green,bright green
5957-a,4,#9DC936,#B0E718,#827D7F,distr1,darker yellowish,darker yellowish
5957-a,5,#748B82,#73906F,#BD8C42,target,blue grey,blue grey
5957-a,6,#0DF24A,#08F78B,#A4DA25,target,brighter green,brighter green
5957-a,7,#C8379A,#B424DB,#834BB4,target,pink,pink
5957-a,8,#BF39C6,#2ED1BB,#B34D4E,target,purple,purple
5957-a,9,#3CC364,#61AA55,#25DA2E,distr1,dull green,dull green
5957-a,10,#78748B,#837D7C,#677698,target,lavender,lavender
5957-a,11,#B57E4A,#1BE436,#E916CA,target,orange,orange
5957-a,12,#62A45B,#3DC246,#24DB83,target,dullest green,dullest green
5957-a,13,#C7CF30,#99A857,#98DB24,target,yellow,yellow
5957-a,14,#8F708D,#808080,#50AF81,target,purple,purple
5957-a,15,#846A95,#787A87,#756C93,target,most purple one,purple one
5957-a,16,#B1974E,#4FB094,#220FF0,target,orange,orange
5957-a,17,#617B9E,#817E7F,#718E8D,target,blue,blue
5957-a,18,#19E64D,#69F00F,#E4C31B,target,green  not yellow green,green yellow green
5957-a,19,#6A957E,#2033DF,#F6091D,target,grayish,grayish
5957-a,20,#FAB505,#76B946,#BD5D42,target,orange,orange
5957-a,21,#9A656E,#8E7F71,#6AAB54,target,pink,pink
5957-a,22,#748C73,#05FAB9,#CDBB32,target,gray,gray
5957-a,23,#CFD728,#4EB1A7,#3CC33E,target,yellow,yellow
5957-a,24,#77FE01,#1CE372,#34E21D,target,yellow green,yellow green
5957-a,25,#96619E,#5353AC,#639C71,target,pinkish purple,pinkish purple
5957-a,26,#2943D6,#6444BB,#64629D,target,royal blue,royal blue
5957-a,27,#9D6762,#856E91,#ED5F12,target,dull orange,dull orange
5957-a,28,#2134DE,#1CE3D2,#729F60,target,royal blue,royal blue
5957-a,29,#73858C,#69968D,#61969E,target,grayest one,grayest one
5957-a,30,#76C936,#58DA25,#868279,target,duller yellow green,duller yellow green
5957-a,31,#8D629D,#937E6C,#A6B946,target,purple,purple
5957-a,32,#9C2BD4,#169CE9,#D9263B,target,purple,purple
5957-a,33,#81807E,#7F8679,#56D926,target,browner gray,browner gray
5957-a,34,#667F99,#76609F,#8D58A7,distr1,blue,blue
5957-a,35,#7AD42B,#0EF165,#55AA5C,target,yellow green,yellow green
5957-a,36,#9A6568,#4AB57C,#366CC9,target,pinkish,pinkish
5957-a,37,#D19B2E,#44BBA5,#B438C7,target,orange,orange
5957-a,38,#CF309C,#B34D8B,#669099,target,brighter pink,brighter pink
5957-a,39,#BB5044,#3BC4B4,#857A84,target,reddish,reddish
5957-a,40,#A9E817,#76DB24,#D22DC7,target,yellow green,yellow green
5957-a,41,#B08B4F,#1FE0D7,#087CF7,target,brown,brown
5957-a,42,#2F9DD0,#6C938E,#5BAD52,target,blue,blue
5957-a,43,#808080,#797788,#778888,target,brownish gray,brownish gray
5957-a,44,#2D61D2,#8153AC,#6E8491,target,blue,blue
5957-a,45,#857A7E,#9D8962,#F10E92,distr1,gray brown,gray brown
5957-a,46,#71818E,#5D9EA2,#608C9F,target,darkest one,darkest one
5957-a,47,#B44B72,#B8BE41,#8F8470,target,pink,pink
5957-a,48,#668599,#3D93C2,#14EB80,target,dark gry blue,dark gry blue
5957-a,49,#9C53AC,#6C40BF,#828A75,target,pinkish purple,pinkish purple
5957-a,50,#D96B26,#B3504D,#4D21DE,target,bright orange,bright orange
2780-1,1,#995BA4,#9EA659,#62E31C,target,Hi   pick the same color as in the example given before ,hi pick color example given
2780-1,2,#21DE63,#5ADE21,#B04F89,target,The color to pick is the one that is not neon ,color pick one neon
2780-1,3,#24D5DB,#05FAB9,#0A45F5,target,The color to pick is the lighter of the same two colors ,color pick lighter two colors
2780-1,4,#83AD52,#4495BB,#D05D2F,target,The color to pick is like        poo   ,color pick like poo
2780-1,4,#83AD52,#4495BB,#D05D2F,target,It could be the color of grass       ,color grass
2780-1,5,#7D956A,#08F7B3,#2AB0D5,distr2,This is the color of a rainy sky ,color rainy sky
2780-1,6,#6A9584,#46D12E,#EE116D,target,The color of a RAINY sky       ,color rainy sky
2780-1,7,#CF3B30,#C85137,#F2CC0D,target,No worries  This time  pick the color of a bright lipstick ,worries time pick color bright lipstick
2780-1,8,#C33CA8,#B011EE,#478EB8,target,Pink  Are we allowed to say colors ,pink allowed say colors
2780-1,8,#C33CA8,#B011EE,#478EB8,target,Holy c  p  Okay   ,holy c p okay
2780-1,9,#718E77,#8B9E61,#868877,target,greenish gray,greenish gray
2780-1,10,#808877,#82837C,#A18B5E,distr1,Stormy,stormy
2780-1,11,#778878,#7D827D,#9A42BD,target,Greenish gray,greenish gray
2780-1,12,#5D81A2,#4152BE,#6D6B94,target,You did good ,good
2780-1,12,#5D81A2,#4152BE,#6D6B94,target,light blue,light blue
2780-1,13,#4EB1A6,#42BD63,#768E71,target,blue,blue
2780-1,14,#2C09F6,#7438C7,#2B77D4,target,Does it tell you when you're right ,tell right
2780-1,14,#2C09F6,#7438C7,#2B77D4,target,darker blue,darker blue
2780-1,15,#C4643B,#59A2A6,#9BD12E,target,This could be the color of an autumn leaf       ,color autumn leaf
2780-1,16,#A50EF1,#837C7D,#91E619,target,Yep,yep
2780-1,16,#A50EF1,#837C7D,#91E619,target,This is an easter egg color  also a color in the rainbow,easter egg color also color rainbow
2780-1,17,#738B8C,#5D9BA2,#06F93B,target,The color of a stormy sky ,color stormy sky
2780-1,18,#28D788,#42BD9E,#8C8673,target,A combination of yellow and green ,combination yellow green
2780-1,19,#D0472F,#DE2127,#FB4E04,target,This is a matte lipstick color  Muted   ,matte lipstick color muted
2780-1,20,#C6E916,#C2A93D,#F20DDF,distr2,Like a daffodil,like daffodil
2780-1,21,#7959A6,#A519E6,#043EFB,target,Dafflodils are yellow  BTW ,dafflodils yellow btw
2780-1,21,#7959A6,#A519E6,#043EFB,target,Muted color ,muted color
2780-1,21,#7959A6,#A519E6,#043EFB,target,Hmmm  Screens do show colors differently   ,hmmm screens show colors differently
2780-1,21,#7959A6,#A519E6,#043EFB,target,Pick the muted color ,pick muted color
2780-1,22,#E308F7,#7C0AF5,#AC21DE,target,Bright color ,bright color
2780-1,23,#38C763,#54B44B,#97A15E,target,Bright color ,bright color
2780-1,24,#EE1166,#8B7974,#18C4E7,target,Bright lipstick ,bright lipstick
2780-1,25,#D92680,#CA1FE0,#83DA25,target,Also could be a lipstick color ,also lipstick color
2780-1,25,#D92680,#CA1FE0,#83DA25,target,Strawberry,strawberry
2780-1,26,#5DB649,#B0E01F,#75878A,target,grass,grass
2780-1,27,#FC6F03,#E83317,#CC5933,target,blunder years ,blunder years
2780-1,27,#FC6F03,#E83317,#CC5933,target,Pumpkin,pumpkin
2780-1,28,#4AB58A,#2492DB,#1B4DE4,target,grass,grass
2780-1,29,#9E2BD4,#C912ED,#86659A,target,The non muted of the two colors ,non muted two colors
2780-1,30,#72A758,#8CA15E,#5CA388,target,grass,grass
2780-1,31,#902DD2,#FA6F05,#08F78B,target,Your blunder years lipstick ,blunder years lipstick
2780-1,31,#902DD2,#FA6F05,#08F78B,target,lol,lol
2780-1,32,#852AD5,#383DC7,#1183EE,target,Blunder years lipstick again       ,blunder years lipstick
2780-1,33,#808080,#FC5603,#7E52AD,target,Stormy sky,stormy sky
2780-1,34,#34DA25,#CFC930,#E61975,target,grass,grass
2780-1,35,#9CA857,#57CB34,#BD8242,target,toddler poo,toddler poo
